web_scraper_order,web_scraper_start_url,container_links,details,prix,adresse,image_lien
"1771532906-216","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-rex-tricolore-2932849","Jeune lapereaux rex tricolore","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2932849_uploaded_image1_1612486492.jpg)"
"1771532909-217","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2942609","Blanc unique","30 000 CFA","Joal Fadiouth, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2942609_uploaded_image1_1612913202.jpg)"
"1771532913-218","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2944254","","40 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2944254_uploaded_image1_1612982200.jpg)"
"1771532916-219","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-hermine-2949738","","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2949738_uploaded_image1_1613229441.jpg)"
"1771532919-220","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahma-blanc-hermine-2950013","","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2950013_uploaded_image1_1613239360.jpg)"
"1771532926-221","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-fermiers-2950193","Trio 10000f
couple 7500f
apartir des 14 jours","10 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2950193_uploaded_image1_1613251191.jpg)"
"1771532929-222","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahman-2950921","Vacciné","3 000 CFA","Medina, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2950921_uploaded_image1_1613311102.jpg)"
"1771532933-223","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-cokier-2954851","C'est une pigeon cokier trei mignonne depuis elle accouche des belle pigeon","45 000 CFA","M'bour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2954851_uploaded_image1_1613494967.jpg)"
"1771532937-224","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2970567","Des lapain engoura et toutes autres race disponible","15 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2970567_uploaded_image1_1614250380.jpg)"
"1771532940-225","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-1-jour-2974676","2 eclosion de 10000 poussin chaque semaine disponible a Dakar et partout au senegal","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2974676_uploaded_image1_1614452359.jpg)"
"1771532944-226","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2976666","Poids:  2kg ;2,300kg;2,600kg","2 500 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2976666_uploaded_image1_1614589003.jpg)"
"1771532947-227","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2979256","Vends lapin nain de 6 mois avec grande cage et enclos. pris 30000 fcfa. contact","30 000 CFA","Ngor, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2979256_uploaded_image1_1614674197.jpg)"
"1771532951-228","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-angora-2981287","Des laperaux race angora tou blanc

Vente laperaux","15 000 CFA","HLM, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2981287_uploaded_image1_1614727616.jpg)"
"1771532954-229","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-2984079","","12 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2984079_uploaded_image1_1614854523.jpg)"
"1771532957-230","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/perruches-ondulees-2996669","Des perruches ondulées métissages anglais de couleur jaune et jaune verte.","Prix sur demande","Point E, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_2996669_uploaded_image1_1615474536.jpg)"
"1771532961-231","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahma-3000249","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3000249_uploaded_image1_1615655282.jpg)"
"1771532965-232","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-pondeuse-3000537","Yeikh niak sujet   700 poulet pondeuses 3500fr par pièce 
à vendre 5 mois de ponte","3 500 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3000537_uploaded_image1_1615668903.jpg)"
"1771532968-233","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/oison-de-toulouse-3000848","Des couple d'oison de toulouse
arrivage d'oison de toulouse","Prix sur demande","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3000848_uploaded_image1_1615686013.jpg)"
"1771532971-234","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005822","Chateau","50 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3005822_uploaded_image1_1615938255.jpg)"
"1771532975-235","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-king-3005849","Jeune king","50 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3005849_uploaded_image1_1615939888.jpg)"
"1771532978-236","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/chateau-3005856","","50 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3005856_uploaded_image1_1615940349.jpg)"
"1771532982-237","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleus-hollandais-3009280","Je vente bleus hollandais un lot de dix poules pour un prix de six mile cinq cent franc l'unité (6500 f).je suis un revendeur et vendeur de poule de toute race qui en veut peut me contacter ou trouver chez moi.je fais aussi des poussins  bleus et poule locale.","6 500 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3009280_uploaded_image1_1616101333.jpg)"
"1771532985-238","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-3010219","vente de poulet de chair.","3 000 CFA","Saint Louis, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3010219_uploaded_image1_1616159454.jpg)"
"1771532988-239","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-3011311","","5 000 CFA","Dakar Plateau, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3011311_uploaded_image2_1616223766.jpeg)"
"1771532992-240","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/trio-dindes-rouge-3012683","Trio dindes rouge","130 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3012683_uploaded_image1_1616280245.jpg)"
"1771532995-241","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3017104","","3 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3017104_uploaded_image1_1616512963.jpg)"
"1771532999-242","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-3020570","","3 000 CFA","Touba, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3020570_uploaded_image1_1616677661.jpg)"
"1771533002-243","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-3020754","Des poulets de chair à vendre livraison possible","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3020754_uploaded_image1_1616682583.jpg)"
"1771533006-244","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-3020864","Vente des poulets de chair,   livraison possible. des poulets de 2,8k sur pieds 3500f","Prix sur demande","Grand Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3020864_uploaded_image1_1616685325.jpg)"
"1771533010-245","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/coq-cochin-blanc-3024487","Coq cochin blanc vend","70 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3024487_uploaded_image1_1616866962.jpg)"
"1771533014-246","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-blanche-3025104","Cochin blanche","65 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3025104_uploaded_image1_1616923906.jpg)"
"1771533018-247","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3033406","Pigeon blond rouge","25 000 CFA","Guediawaye, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3033406_uploaded_image1_1617293184.jpg)"
"1771533023-248","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-metisses-3035970","","15 000 CFA","Sicap Liberté, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3035970_uploaded_image1_1617382564.jpg)"
"1771533026-249","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3049719","Couples écailles bleu et couples jaune et rouges  bavettè","150 000 CFA","Rufisque, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3049719_uploaded_image1_1617978714.jpg)"
"1771533030-250","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-3052171","Lapereaux de 20 jours livraison payante","20 000 CFA","Yoff, Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3052171_uploaded_image1_1618086163.jpg)"
"1771533033-251","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-3055838","","Prix sur demande","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3055838_uploaded_image1_1618276360.jpg)"
"1771533036-252","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-laor-3058782","","60 000 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3058782_uploaded_image1_1618401720.jpg)"
"1771533082-253","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-3065835","Client satisfait notre priorité
prix negiciable
good chicken's","3 500 CFA","Dakar, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3065835_uploaded_image1_1618714726.jpg)"
"1771533088-254","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=7","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-3076657","Beaute almend","40 000 CFA","Mbour, Sénégal","background-image:url(https://images.coinafrique.com/thumb_3076657_uploaded_image1_1619200129.jpg)"
