web_scraper_order,web_scraper_start_url,nom,prix,adresse,image_lien
"1771529357-137","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Cheval","800 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3012715"
"1771529357-138","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœuf","425 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-3012014"
"1771529357-139","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Laor noir","35 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/laor-noir-3005811"
"1771529357-140","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Porc","2 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/porc-3004606"
"1771529357-141","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœuf","Prix sur demande","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-2968890"
"1771529357-142","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton Angora turque","160 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-turque-2966724"
"1771529357-143","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Couple oie de toulouse adulte","85 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-oie-de-toulouse-adulte-2936871"
"1771529357-144","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perroquet Sénégal avec cage","35 000CFA","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-senegal-avec-cage-2930350"
"1771529357-145","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Jument arabe","1 500 000CFA","Kébémer, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/jument-arabe-2924412"
"1771529357-146","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Perruches - inséparables","12 500CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-inseparables-2896567"
"1771529357-147","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Dinde rouge","70 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-2888081"
"1771529357-148","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton noir blanc","Prix sur demande","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-noir-blanc-2886750"
"1771529357-149","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bouc race laitière","Prix sur demande","Saly, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bouc-race-laitiere-2881915"
"1771529357-150","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Canard Colvert","50 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-2876451"
"1771529357-151","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chatons","Prix sur demande","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-2860327"
"1771529357-152","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Veau","250 000CFA","HLM, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veau-2856538"
"1771529357-153","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","550 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2846588"
"1771529357-154","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Chaton Angora Turc","100 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-turc-2826620"
"1771529357-155","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Dinde d'amérique","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-damerique-2735977"
"1771529357-156","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Vache","300 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/vache-2709747"
"1771529357-157","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Canard","35 000CFA","Mamelles, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-2703622"
"1771529357-158","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Olpliitone 20 jours","15 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/olpliitone-20-jours-2701057"
"1771529357-159","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Âne Arabe","850 000CFA","Kébémer, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ane-arabe-2697117"
"1771529357-160","https://sn.coinafrique.com/categorie/autres-animaux?page=5","Bœufs","250 000CFA","Louga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-2694722"
"1771529391-161","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins de canards","3 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-de-canards-4619825"
"1771529391-162","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ngor, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4608863"
"1771529391-163","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Hymalayen","240 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-hymalayen-4593854"
"1771529391-164","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4592914"
"1771529391-165","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scottish Fold","750 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scottish-fold-4571582"
"1771529391-166","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet youyou","10 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-youyou-4570755"
"1771529391-167","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4569529"
"1771529391-168","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4568012"
"1771529391-169","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons d'inde","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-dinde-4555313"
"1771529391-170","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Scotish Fold","750 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-scotish-fold-4540889"
"1771529391-171","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Persan","400 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-persan-4540876"
"1771529391-172","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","Prix sur demande","Diamalaye 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4534540"
"1771529391-173","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","7 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4534116"
"1771529391-174","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons Serval","1 500 000CFA","Saint Louis, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-serval-4517799"
"1771529391-175","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple dinde","40 000CFA","Kolda, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-4506000"
"1771529391-176","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503064"
"1771529391-177","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cochons","20 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cochons-4503058"
"1771529391-178","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","75 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4465594"
"1771529391-179","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche Anglaise","40 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-anglaise-4456172"
"1771529391-180","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","15 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4456156"
"1771529391-181","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","1 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4454743"
"1771529391-182","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche ondulée","7 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-4452994"
"1771529391-183","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","250 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4451044"
"1771529391-184","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","65 000CFA","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4435457"
"1771529391-185","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintade","7 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-4412768"
"1771529391-186","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","50 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4411374"
"1771529391-187","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies de Toulouse","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-4409000"
"1771529391-188","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4408804"
"1771529391-189","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Pintades","40 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintades-4408799"
"1771529391-190","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Veaux","450 000CFA","Pikine, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/veaux-4407653"
"1771529391-191","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre","80 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-4387674"
"1771529391-192","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat Persan","650 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-4386249"
"1771529391-193","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde rouge pair","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-rouge-pair-4381112"
"1771529391-194","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","450 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4379382"
"1771529391-195","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267"
"1771529391-196","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Taureau","320 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558"
"1771529391-197","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Gimalayen Siamois","250 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502"
"1771529391-198","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659"
"1771529391-199","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquets","60 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654"
"1771529391-200","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles de chair","500CFA","Colobane, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166"
"1771529391-201","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins d'autruche","50 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496"
"1771529391-202","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090"
"1771529391-203","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat tigré","60 000CFA","Rufisque, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086"
"1771529391-204","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard","30 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761"
"1771529391-205","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Autruche","40 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068"
"1771529391-206","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatons persans chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926"
"1771529391-207","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla blue golden shaded","650 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866"
"1771529391-208","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chat persan chinchilla golden shaded","500 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857"
"1771529391-209","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","20 000CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218"
"1771529391-210","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","45 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743"
"1771529391-211","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquariums","7 500CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053"
"1771529391-212","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477"
"1771529391-213","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","Prix sur demande","Yoff, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701"
"1771529391-214","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruche","30 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158"
"1771529391-215","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Paon","400CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444"
"1771529391-216","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poussins bleus hollandais","1 500CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952"
"1771529391-217","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton Siamois Himalayen","275 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680"
"1771529391-218","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Poissons aquarium","15 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007"
"1771529391-219","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cailles","7 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226"
"1771529391-220","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1771529391-221","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches","30 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617"
"1771529391-222","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","35 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842"
"1771529391-223","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Couple de perruches","14 900CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902"
"1771529391-224","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton siamois","240 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282"
"1771529391-225","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","45 000CFA","Touba, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236"
"1771529391-226","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875"
"1771529391-227","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindes","100 000CFA","Parcelle Assainies, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870"
"1771529391-228","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster doré","Prix sur demande","Patte d'oie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247"
"1771529391-229","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perroquet","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464"
"1771529391-230","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canard colvert","32 500CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195"
"1771529391-231","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chatte persane himalayenne","200 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736"
"1771529391-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","35 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270"
"1771529391-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Hamster dorée","15 000CFA","Sacré-Coeur, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101"
"1771529391-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chèvre sahelienne","180 000CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018"
"1771529391-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chats siamois himalayen","300 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440"
"1771529391-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Chaton angora","180 000CFA","Fann, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298"
"1771529391-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Cheval","Prix sur demande","Ouakam, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862"
"1771529391-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Bœuf","600 000CFA","Bambey, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-4090572"
"1771529391-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Oies","65 000CFA","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/oies-4064457"
"1771529391-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dinde","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4060300"
"1771529391-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Canards","20 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/canards-4056116"
"1771529391-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Dindons","175 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindons-4056115"
"1771529391-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Perruches ondulées","7 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4049517"
"1771529391-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Boeuf","Prix sur demande","Niaga, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4047285"
"1771529397-245","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquets","15 000CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-5125396"
"1771529397-246","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perruches ondulées","20 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-5103176"
"1771529397-247","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-5096028"
"1771529397-248","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton Siamois","235 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-5092278"
"1771529397-249","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Poissons Aquarium","8 500CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-5068623"
"1771529397-250","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Tortues terrestres","35 000CFA","Ouest Foire, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/tortues-terrestres-5066823"
"1771529397-251","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","800 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054269"
"1771529397-252","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","800 000CFA","Mbao, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-5054268"
"1771529397-253","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Persan","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-5050095"
"1771529397-254","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœufs","800 000CFA","Keur Massar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bufs-5042261"
"1771529397-255","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Mondain","140 000CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/mondain-5041931"
"1771529397-256","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Himalayen","265 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/himalayen-5041105"
"1771529397-257","https://sn.coinafrique.com/categorie/autres-animaux?page=2","persan pure race","400 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/persan-pure-race-5041103"
"1771529397-258","https://sn.coinafrique.com/categorie/autres-animaux?page=2","British et scottish pure race","650 000CFA","Dakar Plateau, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/british-et-scottish-pure-race-5041101"
"1771529397-259","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Dindes","25 000CFA","Almadies 2, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/dindes-5035473"
"1771529397-260","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bœuf","300 000CFA","Biscuiterie, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/buf-5022926"
"1771529397-261","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton de 1 mois","20 000CFA","Mariste, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-de-1-mois-5017864"
"1771529397-262","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Caille","1 500CFA","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/caille-5001807"
"1771529397-263","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Couple dinde","Prix sur demande","Guediawaye, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-5001804"
"1771529397-264","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat Siamois","170 000CFA","Point E, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-siamois-4997392"
"1771529397-265","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Boeuf","Prix sur demande","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4995019"
"1771529397-266","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Tortue","35 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/tortue-4976748"
"1771529397-267","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Bleus","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/bleus-4974963"
"1771529397-268","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Perroquet","399 000CFA","Sicap Liberté, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4967605"
"1771529397-269","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Œufs de caille","4 500CFA","Mbour, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/ufs-de-caille-4962446"
"1771529397-270","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Cailles de chair","2 500CFA","Thies, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4957482"
"1771529397-271","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chaton","50 000CFA","Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4956743"
"1771529397-272","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Pintade noire","800 000CFA","Hann Bel-Air, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/pintade-noire-4942157"
"1771529397-273","https://sn.coinafrique.com/categorie/autres-animaux?page=2","Chat","350 000CFA","Grand Dakar, Dakar, Sénégal","https://sn.coinafrique.com/annonce/autres-animaux/chat-4928423"
