image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166,Cailles de chair,"Colobane, Dakar, Sénégal",500.0
https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496,Poussins d'autruche,"Bambey, Sénégal",50000.0
https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090,Chat tigré,"Rufisque, Sénégal",60000.0
https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086,Chat tigré,"Rufisque, Sénégal",60000.0
https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761,Canard,"Guediawaye, Dakar, Sénégal",30000.0
https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068,Autruche,"Bambey, Sénégal",40000.0
https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926,Chatons persans chinchilla golden shaded,"Sicap Liberté, Dakar, Sénégal",500000.0
https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866,Chat persan chinchilla blue golden shaded,"Sicap Liberté, Dakar, Sénégal",645000.0
https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857,Chat persan chinchilla golden shaded,"Sicap Liberté, Dakar, Sénégal",500000.0
https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218,Perruches ondulées,"Dieuppeul-Derklé, Dakar, Sénégal",20000.0
https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743,Oies,"Thies, Sénégal",45000.0
https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053,Poissons aquariums,"Dakar Plateau, Dakar, Sénégal",7500.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477,Chaton,"Ouest Foire, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701,Paon,"Yoff, Dakar, Sénégal",100000.0
https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158,Perruche,"Point E, Dakar, Sénégal",30000.0
https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444,Paon,"Touba, Sénégal",400.0
https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952,Poussins bleus hollandais,"Mbao, Dakar, Sénégal",1500.0
https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680,Chaton Siamois Himalayen,"Fann, Dakar, Sénégal",275000.0
https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007,Poissons aquarium,"Dakar Plateau, Dakar, Sénégal",15000.0
https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226,Cailles,"Touba, Sénégal",7000.0
https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106,Boeuf,"Bambey, Sénégal",600000.0
