image_lien,nom,adresse,prix
https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-pur-sang-lignee-de-travail-2762158,Chiots Bergers allemands pur sang - lignée de travail,"Sicap Liberté, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chiot-dog-allemand-2751446,Chiot dog allemand,"Mamelles, Dakar, Sénégal",475000.0
https://sn.coinafrique.com/annonce/chiens/pitbulls-2748068,Pitbulls,"Bargny, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/couple-chiots-husky-siberien-pure-race-2733234,Couple chiots husky sibérien pure race,"Mbao, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-2728385,Chiots Bergers allemands,"Rufisque, Sénégal",80000.0
https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-2727458,Chien berger allemand,"Guediawaye, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chien-husky-siberien-2706061,Chien Husky sibérien,"Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/caniche-pur-sang-2699954,Caniche pur sang,"Saly, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chiot-bulldog-francai-2696757,Chiot bulldog françai,"Fann, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chien-malinois-2683719,Chien malinois,"Mermoz-Sacré Coeur, Dakar, Sénégal",180000.0
https://sn.coinafrique.com/annonce/chiens/chiot-pitbull-2678151,Chiot pitbull,"Mermoz-Sacré Coeur, Dakar, Sénégal",150000.0
https://sn.coinafrique.com/annonce/chiens/chiot-husky-siberien-2647792,Chiot Husky sibérien,"Fann, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-carlin-2636645,Chiots Carlin,"Fann, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chiots-chowchow-2636642,Chiots Chowchow,"Fann, Dakar, Sénégal",200000.0
https://sn.coinafrique.com/annonce/chiens/chien-red-nose-pur-sang-2636139,Chien Red Nose pur sang,"Thies, Sénégal",90000.0
https://sn.coinafrique.com/annonce/chiens/chiens-2631397,Chiens,"Mbour, Sénégal",20000.0
https://sn.coinafrique.com/annonce/chiens/caniche-bichon-maltais-2629161,Caniche Bichon Maltais,"Dakar, Sénégal",465000.0
https://sn.coinafrique.com/annonce/chiens/chiots-rottweiler-pur-sang-2625896,Chiots Rottweiler pur sang,"Dakar Plateau, Dakar, Sénégal",300000.0
https://sn.coinafrique.com/annonce/chiens/chiot-rottweiller-2619263,Chiot rottweiller,"Hann Bel-Air, Dakar, Sénégal",250000.0
https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-2618543,Chiot Berger Allemand,"Mbour, Sénégal",475000.0
